#chrom	start	end	name	score	strand	thickStart	thickEnd	itemRGB	blockCount	blockSizes	blockStart	deepTools_group
IV	15345774	15345795	21UR-8028	255.0	-	15345774	15345795	0	1	21	15345773	pis_not_detected_CAGE.bed
IV	6190166	6190187	21UR-15681	255.0	+	6190166	6190187	0	1	21	6190160	pis_not_detected_CAGE.bed
IV	15822476	15822497	21UR-4953	255.0	-	15822476	15822497	0	1	21	15822475	pis_not_detected_CAGE.bed
IV	15150720	15150741	21UR-4669	255.0	+	15150720	15150741	0	1	21	15150719	pis_not_detected_CAGE.bed
IV	15606594	15606615	21UR-94	255.0	+	15606594	15606615	0	1	21	15606593	pis_not_detected_CAGE.bed
IV	14754106	14754127	21UR-11278	255.0	+	14754106	14754127	0	1	21	14754105	pis_not_detected_CAGE.bed
IV	15163086	15163107	21UR-2178	255.0	+	15163086	15163107	0	1	21	15163085	pis_not_detected_CAGE.bed
IV	16702038	16702059	21UR-14660	255.0	+	16702038	16702059	0	1	21	16702037	pis_not_detected_CAGE.bed
IV	14345120	14345141	21UR-8281	255.0	-	14345120	14345141	0	1	21	14345119	pis_not_detected_CAGE.bed
IV	5953557	5953578	21UR-4913	255.0	+	5953557	5953578	0	1	21	5953552	pis_not_detected_CAGE.bed
IV	16872634	16872655	21UR-7657	255.0	+	16872634	16872655	0	1	21	16872633	pis_not_detected_CAGE.bed
IV	16584272	16584293	21UR-7598	255.0	-	16584272	16584293	0	1	21	16584271	pis_not_detected_CAGE.bed
IV	16609772	16609793	21UR-634	255.0	-	16609772	16609793	0	1	21	16609771	pis_not_detected_CAGE.bed
IV	15899226	15899247	21UR-10634	255.0	-	15899226	15899247	0	1	21	15899225	pis_not_detected_CAGE.bed
IV	14303122	14303143	21UR-626	255.0	-	14303122	14303143	0	1	21	14303121	pis_not_detected_CAGE.bed
IV	5802348	5802369	21UR-14425	255.0	-	5802348	5802369	0	1	21	5802343	pis_not_detected_CAGE.bed
IV	6801756	6801777	21UR-9569	255.0	-	6801756	6801777	0	1	21	6801750	pis_not_detected_CAGE.bed
IV	17205084	17205105	21UR-7710	255.0	+	17205084	17205105	0	1	21	17205083	pis_not_detected_CAGE.bed
IV	16696138	16696159	21UR-12876	255.0	-	16696138	16696159	0	1	21	16696137	pis_not_detected_CAGE.bed
IV	14508247	14508268	21UR-8843	255.0	-	14508247	14508268	0	1	21	14508246	pis_not_detected_CAGE.bed
V	10217595	10217616	21UR-13198	255.0	-	10217595	10217616	0	1	21	10217594	pis_not_detected_CAGE.bed
IV	14815663	14815684	21UR-7347	255.0	-	14815663	14815684	0	1	21	14815662	pis_not_detected_CAGE.bed
IV	5448687	5448708	21UR-9389	255.0	-	5448687	5448708	0	1	21	5448682	pis_not_detected_CAGE.bed
IV	16086369	16086390	21UR-5299	255.0	-	16086369	16086390	0	1	21	16086368	pis_not_detected_CAGE.bed
IV	15300595	15300616	21UR-2755	255.0	-	15300595	15300616	0	1	21	15300594	pis_not_detected_CAGE.bed
IV	16990709	16990730	21UR-43	255.0	-	16990709	16990730	0	1	21	16990708	pis_not_detected_CAGE.bed
IV	16545029	16545050	21UR-6935	255.0	+	16545029	16545050	0	1	21	16545028	pis_not_detected_CAGE.bed
IV	14474664	14474685	21UR-10053	255.0	+	14474664	14474685	0	1	21	14474663	pis_not_detected_CAGE.bed
IV	16193712	16193733	21UR-11616	255.0	+	16193712	16193733	0	1	21	16193711	pis_not_detected_CAGE.bed
IV	16668418	16668439	21UR-12045	255.0	+	16668418	16668439	0	1	21	16668417	pis_not_detected_CAGE.bed
IV	14660478	14660499	21UR-4321	255.0	+	14660478	14660499	0	1	21	14660477	pis_not_detected_CAGE.bed
IV	16453332	16453353	21UR-8432	255.0	+	16453332	16453353	0	1	21	16453331	pis_not_detected_CAGE.bed
IV	16180477	16180498	21UR-4612	255.0	-	16180477	16180498	0	1	21	16180476	pis_not_detected_CAGE.bed
IV	16620688	16620709	21UR-10455	255.0	+	16620688	16620709	0	1	21	16620687	pis_not_detected_CAGE.bed
IV	15176351	15176372	21UR-10917	255.0	-	15176351	15176372	0	1	21	15176350	pis_not_detected_CAGE.bed
IV	5316373	5316394	21UR-9992	255.0	+	5316373	5316394	0	1	21	5316368	pis_not_detected_CAGE.bed
IV	15361321	15361342	21UR-14308	255.0	+	15361321	15361342	0	1	21	15361320	pis_not_detected_CAGE.bed
IV	17210843	17210864	21UR-5685	255.0	+	17210843	17210864	0	1	21	17210842	pis_not_detected_CAGE.bed
IV	5562650	5562671	21UR-8162	255.0	-	5562650	5562671	0	1	21	5562645	pis_not_detected_CAGE.bed
IV	13705815	13705836	21UR-7225	255.0	-	13705815	13705836	0	1	21	13705814	pis_not_detected_CAGE.bed
IV	15052372	15052393	21UR-3046	255.0	-	15052372	15052393	0	1	21	15052371	pis_not_detected_CAGE.bed
IV	13728512	13728533	21UR-10007	255.0	-	13728512	13728533	0	1	21	13728511	pis_not_detected_CAGE.bed
IV	6505282	6505303	21UR-11539	255.0	+	6505282	6505303	0	1	21	6505276	pis_not_detected_CAGE.bed
IV	15507199	15507220	21UR-2536	255.0	+	15507199	15507220	0	1	21	15507198	pis_not_detected_CAGE.bed
IV	13751926	13751947	21UR-9608	255.0	-	13751926	13751947	0	1	21	13751925	pis_not_detected_CAGE.bed
IV	15403873	15403894	21UR-6024	255.0	-	15403873	15403894	0	1	21	15403872	pis_not_detected_CAGE.bed
IV	15661454	15661475	21UR-8831	255.0	-	15661454	15661475	0	1	21	15661453	pis_not_detected_CAGE.bed
IV	13644438	13644459	21UR-13618	255.0	+	13644438	13644459	0	1	21	13644437	pis_not_detected_CAGE.bed
IV	14666319	14666340	21UR-4468	255.0	-	14666319	14666340	0	1	21	14666318	pis_not_detected_CAGE.bed
IV	13697151	13697172	21UR-5222	255.0	+	13697151	13697172	0	1	21	13697150	pis_not_detected_CAGE.bed
IV	14629032	14629053	21UR-7669	255.0	+	14629032	14629053	0	1	21	14629031	pis_not_detected_CAGE.bed
IV	15388271	15388292	21UR-11046	255.0	+	15388271	15388292	0	1	21	15388270	pis_not_detected_CAGE.bed
IV	6412886	6412907	21UR-15687	255.0	+	6412886	6412907	0	1	21	6412880	pis_not_detected_CAGE.bed
IV	14977300	14977321	21UR-3960	255.0	-	14977300	14977321	0	1	21	14977299	pis_not_detected_CAGE.bed
IV	16479522	16479543	21UR-5465	255.0	-	16479522	16479543	0	1	21	16479521	pis_not_detected_CAGE.bed
IV	7240635	7240656	21UR-14659	255.0	-	7240635	7240656	0	1	21	7240628	pis_not_detected_CAGE.bed
III	9680386	9680407	21UR-13389	255.0	+	9680386	9680407	0	1	21	9680377	pis_not_detected_CAGE.bed
IV	5564648	5564669	21UR-9709	255.0	+	5564648	5564669	0	1	21	5564643	pis_not_detected_CAGE.bed
IV	15746328	15746349	21UR-3675	255.0	-	15746328	15746349	0	1	21	15746327	pis_not_detected_CAGE.bed
IV	16115128	16115149	21UR-9069	255.0	+	16115128	16115149	0	1	21	16115127	pis_not_detected_CAGE.bed
IV	14628364	14628385	21UR-7590	255.0	-	14628364	14628385	0	1	21	14628363	pis_not_detected_CAGE.bed
IV	15588439	15588460	21UR-8025	255.0	-	15588439	15588460	0	1	21	15588438	pis_not_detected_CAGE.bed
IV	5403467	5403488	21UR-6244	255.0	-	5403467	5403488	0	1	21	5403462	pis_not_detected_CAGE.bed
IV	13837721	13837742	21UR-12692	255.0	-	13837721	13837742	0	1	21	13837720	pis_not_detected_CAGE.bed
IV	16720019	16720040	21UR-3498	255.0	-	16720019	16720040	0	1	21	16720018	pis_not_detected_CAGE.bed
IV	15318200	15318221	21UR-773	255.0	-	15318200	15318221	0	1	21	15318199	pis_not_detected_CAGE.bed
IV	15616638	15616659	21UR-3897	255.0	-	15616638	15616659	0	1	21	15616637	pis_not_detected_CAGE.bed
IV	16374348	16374369	21UR-11586	255.0	+	16374348	16374369	0	1	21	16374347	pis_not_detected_CAGE.bed
IV	5803165	5803186	21UR-2417	255.0	-	5803165	5803186	0	1	21	5803160	pis_not_detected_CAGE.bed
IV	15506302	15506323	21UR-12948	255.0	+	15506302	15506323	0	1	21	15506301	pis_not_detected_CAGE.bed
IV	15976781	15976802	21UR-12839	255.0	-	15976781	15976802	0	1	21	15976780	pis_not_detected_CAGE.bed
IV	14892662	14892683	21UR-9846	255.0	-	14892662	14892683	0	1	21	14892661	pis_not_detected_CAGE.bed
IV	16101311	16101332	21UR-10925	255.0	+	16101311	16101332	0	1	21	16101310	pis_not_detected_CAGE.bed
IV	14979886	14979907	21UR-8134	255.0	+	14979886	14979907	0	1	21	14979885	pis_not_detected_CAGE.bed
IV	6172847	6172868	21UR-8673	255.0	+	6172847	6172868	0	1	21	6172841	pis_not_detected_CAGE.bed
V	11155379	11155400	21UR-13270	255.0	+	11155379	11155400	0	1	21	11155378	pis_not_detected_CAGE.bed
IV	4840784	4840805	21UR-9515	255.0	+	4840784	4840805	0	1	21	4840780	pis_not_detected_CAGE.bed
IV	16536506	16536527	21UR-5731	255.0	-	16536506	16536527	0	1	21	16536505	pis_not_detected_CAGE.bed
IV	5736376	5736397	21UR-9953	255.0	-	5736376	5736397	0	1	21	5736371	pis_not_detected_CAGE.bed
IV	17184634	17184655	21UR-2736	255.0	-	17184634	17184655	0	1	21	17184633	pis_not_detected_CAGE.bed
IV	15764143	15764164	21UR-12580	255.0	-	15764143	15764164	0	1	21	15764142	pis_not_detected_CAGE.bed
IV	15093220	15093241	21UR-12402	255.0	-	15093220	15093241	0	1	21	15093219	pis_not_detected_CAGE.bed
IV	14267147	14267168	21UR-12737	255.0	+	14267147	14267168	0	1	21	14267146	pis_not_detected_CAGE.bed
IV	14751578	14751599	21UR-15303	255.0	-	14751578	14751599	0	1	21	14751577	pis_not_detected_CAGE.bed
IV	14982800	14982821	21UR-619	255.0	-	14982800	14982821	0	1	21	14982799	pis_not_detected_CAGE.bed
IV	14962402	14962423	21UR-10659	255.0	+	14962402	14962423	0	1	21	14962401	pis_not_detected_CAGE.bed
IV	13660549	13660570	21UR-15613	255.0	-	13660549	13660570	0	1	21	13660548	pis_not_detected_CAGE.bed
IV	6513827	6513848	21UR-8654	255.0	+	6513827	6513848	0	1	21	6513821	pis_not_detected_CAGE.bed
II	9415025	9415046	21UR-15579	255.0	+	9415025	9415046	0	1	21	9415016	pis_not_detected_CAGE.bed
IV	16547813	16547834	21UR-5206	255.0	+	16547813	16547834	0	1	21	16547812	pis_not_detected_CAGE.bed
IV	5618248	5618269	21UR-237	255.0	-	5618248	5618269	0	1	21	5618243	pis_not_detected_CAGE.bed
IV	15356458	15356479	21UR-12044	255.0	+	15356458	15356479	0	1	21	15356457	pis_not_detected_CAGE.bed
IV	16016056	16016077	21UR-3480	255.0	-	16016056	16016077	0	1	21	16016055	pis_not_detected_CAGE.bed
IV	15197277	15197298	21UR-402	255.0	+	15197277	15197298	0	1	21	15197276	pis_not_detected_CAGE.bed
IV	15258630	15258651	21UR-14988	255.0	+	15258630	15258651	0	1	21	15258629	pis_not_detected_CAGE.bed
IV	15144585	15144606	21UR-5021	255.0	-	15144585	15144606	0	1	21	15144584	pis_not_detected_CAGE.bed
IV	14509443	14509464	21UR-3396	255.0	-	14509443	14509464	0	1	21	14509442	pis_not_detected_CAGE.bed
IV	14684860	14684881	21UR-5620	255.0	-	14684860	14684881	0	1	21	14684859	pis_not_detected_CAGE.bed
IV	6158928	6158949	21UR-4770	255.0	+	6158928	6158949	0	1	21	6158922	pis_not_detected_CAGE.bed
IV	15587309	15587330	21UR-508	255.0	-	15587309	15587330	0	1	21	15587308	pis_not_detected_CAGE.bed
IV	16013063	16013084	21UR-8369	255.0	-	16013063	16013084	0	1	21	16013062	pis_not_detected_CAGE.bed
IV	16701952	16701973	21UR-2618	255.0	+	16701952	16701973	0	1	21	16701951	pis_not_detected_CAGE.bed
IV	14455522	14455543	21UR-10180	255.0	+	14455522	14455543	0	1	21	14455521	pis_not_detected_CAGE.bed
IV	14104561	14104582	21UR-4974	255.0	-	14104561	14104582	0	1	21	14104560	pis_not_detected_CAGE.bed
IV	12943686	12943707	21UR-12632	255.0	+	12943686	12943707	0	1	21	12943685	pis_not_detected_CAGE.bed
IV	14170371	14170392	21UR-5373	255.0	+	14170371	14170392	0	1	21	14170370	pis_not_detected_CAGE.bed
IV	15699452	15699473	21UR-1402	255.0	+	15699452	15699473	0	1	21	15699451	pis_not_detected_CAGE.bed
IV	14857508	14857529	21UR-10449	255.0	+	14857508	14857529	0	1	21	14857507	pis_not_detected_CAGE.bed
IV	14859173	14859194	21UR-9959	255.0	-	14859173	14859194	0	1	21	14859172	pis_not_detected_CAGE.bed
IV	15724353	15724374	21UR-4208	255.0	-	15724353	15724374	0	1	21	15724352	pis_not_detected_CAGE.bed
IV	16833560	16833581	21UR-4761	255.0	+	16833560	16833581	0	1	21	16833559	pis_not_detected_CAGE.bed
IV	14280552	14280573	21UR-2345	255.0	+	14280552	14280573	0	1	21	14280551	pis_not_detected_CAGE.bed
IV	5501104	5501125	21UR-12646	255.0	-	5501104	5501125	0	1	21	5501099	pis_not_detected_CAGE.bed
IV	15848478	15848499	21UR-2787	255.0	+	15848478	15848499	0	1	21	15848477	pis_not_detected_CAGE.bed
IV	5075045	5075066	21UR-13153	255.0	+	5075045	5075066	0	1	21	5075040	pis_not_detected_CAGE.bed
IV	13714517	13714538	21UR-4704	255.0	+	13714517	13714538	0	1	21	13714516	pis_not_detected_CAGE.bed
IV	14133036	14133057	21UR-6409	255.0	+	14133036	14133057	0	1	21	14133035	pis_not_detected_CAGE.bed
IV	14970995	14971016	21UR-7361	255.0	+	14970995	14971016	0	1	21	14970994	pis_not_detected_CAGE.bed
IV	14437638	14437659	21UR-1077	255.0	-	14437638	14437659	0	1	21	14437637	pis_not_detected_CAGE.bed
IV	15698397	15698418	21UR-7941	255.0	+	15698397	15698418	0	1	21	15698396	pis_not_detected_CAGE.bed
IV	13760790	13760811	21UR-9830	255.0	-	13760790	13760811	0	1	21	13760789	pis_not_detected_CAGE.bed
IV	16149029	16149050	21UR-5624	255.0	-	16149029	16149050	0	1	21	16149028	pis_not_detected_CAGE.bed
IV	15762636	15762657	21UR-1061	255.0	-	15762636	15762657	0	1	21	15762635	pis_not_detected_CAGE.bed
IV	14886424	14886445	21UR-1484	255.0	-	14886424	14886445	0	1	21	14886423	pis_not_detected_CAGE.bed
IV	15578259	15578280	21UR-15666	255.0	-	15578259	15578280	0	1	21	15578258	pis_not_detected_CAGE.bed
IV	15172096	15172117	21UR-2914	255.0	+	15172096	15172117	0	1	21	15172095	pis_not_detected_CAGE.bed
IV	13585111	13585132	21UR-6855	255.0	+	13585111	13585132	0	1	21	13585110	pis_not_detected_CAGE.bed
IV	13832158	13832179	21UR-464	255.0	-	13832158	13832179	0	1	21	13832157	pis_not_detected_CAGE.bed
IV	14719567	14719588	21UR-8941	255.0	-	14719567	14719588	0	1	21	14719566	pis_not_detected_CAGE.bed
IV	14629542	14629563	21UR-183	255.0	+	14629542	14629563	0	1	21	14629541	pis_not_detected_CAGE.bed
IV	14242016	14242037	21UR-10826	255.0	-	14242016	14242037	0	1	21	14242015	pis_not_detected_CAGE.bed
IV	14939590	14939611	21UR-8400	255.0	+	14939590	14939611	0	1	21	14939589	pis_not_detected_CAGE.bed
IV	5953556	5953577	21UR-14516	255.0	+	5953556	5953577	0	1	21	5953551	pis_not_detected_CAGE.bed
IV	16726269	16726290	21UR-6324	255.0	-	16726269	16726290	0	1	21	16726268	pis_not_detected_CAGE.bed
IV	14926358	14926379	21UR-9247	255.0	+	14926358	14926379	0	1	21	14926357	pis_not_detected_CAGE.bed
IV	13704774	13704795	21UR-2589	255.0	-	13704774	13704795	0	1	21	13704773	pis_not_detected_CAGE.bed
IV	13804022	13804043	21UR-4575	255.0	-	13804022	13804043	0	1	21	13804021	pis_not_detected_CAGE.bed
IV	14356552	14356573	21UR-11713	255.0	-	14356552	14356573	0	1	21	14356551	pis_not_detected_CAGE.bed
IV	14222747	14222768	21UR-1334	255.0	+	14222747	14222768	0	1	21	14222746	pis_not_detected_CAGE.bed
IV	6183139	6183160	21UR-7906	255.0	-	6183139	6183160	0	1	21	6183133	pis_not_detected_CAGE.bed
IV	14221839	14221860	21UR-278	255.0	+	14221839	14221860	0	1	21	14221838	pis_not_detected_CAGE.bed
IV	17199044	17199065	21UR-8286	255.0	+	17199044	17199065	0	1	21	17199043	pis_not_detected_CAGE.bed
IV	14899528	14899549	21UR-3999	255.0	-	14899528	14899549	0	1	21	14899527	pis_not_detected_CAGE.bed
IV	5449433	5449454	21UR-9446	255.0	-	5449433	5449454	0	1	21	5449428	pis_not_detected_CAGE.bed
IV	16897544	16897565	21UR-4453	255.0	+	16897544	16897565	0	1	21	16897543	pis_not_detected_CAGE.bed
IV	14744940	14744961	21UR-3407	255.0	+	14744940	14744961	0	1	21	14744939	pis_not_detected_CAGE.bed
IV	15312875	15312896	21UR-11598	255.0	+	15312875	15312896	0	1	21	15312874	pis_not_detected_CAGE.bed
IV	6190168	6190189	21UR-4902	255.0	+	6190168	6190189	0	1	21	6190162	pis_not_detected_CAGE.bed
IV	14044624	14044645	21UR-2470	255.0	+	14044624	14044645	0	1	21	14044623	pis_not_detected_CAGE.bed
IV	14010362	14010383	21UR-12357	255.0	-	14010362	14010383	0	1	21	14010361	pis_not_detected_CAGE.bed
IV	5517401	5517422	21UR-13225	255.0	+	5517401	5517422	0	1	21	5517396	pis_not_detected_CAGE.bed
IV	14123251	14123272	21UR-1999	255.0	-	14123251	14123272	0	1	21	14123250	pis_not_detected_CAGE.bed
IV	16980061	16980082	21UR-3408	255.0	+	16980061	16980082	0	1	21	16980060	pis_not_detected_CAGE.bed
V	16408159	16408180	21UR-12126	255.0	+	16408159	16408180	0	1	21	16408158	pis_not_detected_CAGE.bed
IV	14951919	14951940	21UR-7037	255.0	-	14951919	14951940	0	1	21	14951918	pis_not_detected_CAGE.bed
IV	15604944	15604965	21UR-12919	255.0	-	15604944	15604965	0	1	21	15604943	pis_not_detected_CAGE.bed
IV	15349477	15349498	21UR-9578	255.0	+	15349477	15349498	0	1	21	15349476	pis_not_detected_CAGE.bed
IV	15054743	15054764	21UR-7826	255.0	+	15054743	15054764	0	1	21	15054742	pis_not_detected_CAGE.bed
IV	16526389	16526410	21UR-1024	255.0	-	16526389	16526410	0	1	21	16526388	pis_not_detected_CAGE.bed
IV	14401860	14401881	21UR-15627	255.0	-	14401860	14401881	0	1	21	14401859	pis_not_detected_CAGE.bed
V	9716161	9716182	21UR-14353	255.0	-	9716161	9716182	0	1	21	9716152	pis_not_detected_CAGE.bed
IV	14366793	14366814	21UR-2556	255.0	+	14366793	14366814	0	1	21	14366792	pis_not_detected_CAGE.bed
IV	14474805	14474826	21UR-12438	255.0	-	14474805	14474826	0	1	21	14474804	pis_not_detected_CAGE.bed
IV	14880366	14880387	21UR-4204	255.0	-	14880366	14880387	0	1	21	14880365	pis_not_detected_CAGE.bed
IV	16593500	16593521	21UR-1545	255.0	+	16593500	16593521	0	1	21	16593499	pis_not_detected_CAGE.bed
IV	15280000	15280021	21UR-5824	255.0	-	15280000	15280021	0	1	21	15279999	pis_not_detected_CAGE.bed
IV	14535866	14535887	21UR-11726	255.0	-	14535866	14535887	0	1	21	14535865	pis_not_detected_CAGE.bed
IV	14665452	14665473	21UR-8880	255.0	-	14665452	14665473	0	1	21	14665451	pis_not_detected_CAGE.bed
IV	15358585	15358606	21UR-12860	255.0	+	15358585	15358606	0	1	21	15358584	pis_not_detected_CAGE.bed
IV	5933692	5933713	21UR-9328	255.0	-	5933692	5933713	0	1	21	5933687	pis_not_detected_CAGE.bed
V	7497917	7497938	21UR-14915	255.0	-	7497917	7497938	0	1	21	7497910	pis_not_detected_CAGE.bed
IV	15117488	15117509	21UR-11889	255.0	+	15117488	15117509	0	1	21	15117487	pis_not_detected_CAGE.bed
IV	6064741	6064762	21UR-6956	255.0	+	6064741	6064762	0	1	21	6064735	pis_not_detected_CAGE.bed
IV	5502338	5502359	21UR-2258	255.0	-	5502338	5502359	0	1	21	5502333	pis_not_detected_CAGE.bed
IV	16977460	16977481	21UR-12169	255.0	-	16977460	16977481	0	1	21	16977459	pis_not_detected_CAGE.bed
IV	15732696	15732717	21UR-2449	255.0	+	15732696	15732717	0	1	21	15732695	pis_not_detected_CAGE.bed
IV	15300045	15300066	21UR-8687	255.0	+	15300045	15300066	0	1	21	15300044	pis_not_detected_CAGE.bed
IV	14579441	14579462	21UR-1822	255.0	-	14579441	14579462	0	1	21	14579440	pis_not_detected_CAGE.bed
IV	7328078	7328099	21UR-10109	255.0	+	7328078	7328099	0	1	21	7328071	pis_not_detected_CAGE.bed
IV	14241799	14241820	21UR-9937	255.0	-	14241799	14241820	0	1	21	14241798	pis_not_detected_CAGE.bed
IV	5050408	5050429	21UR-14696	255.0	-	5050408	5050429	0	1	21	5050403	pis_not_detected_CAGE.bed
II	8106615	8106636	21UR-13985	255.0	+	8106615	8106636	0	1	21	8106607	pis_not_detected_CAGE.bed
IV	16912479	16912500	21UR-5311	255.0	-	16912479	16912500	0	1	21	16912478	pis_not_detected_CAGE.bed
IV	16788868	16788889	21UR-3820	255.0	+	16788868	16788889	0	1	21	16788867	pis_not_detected_CAGE.bed
IV	15676485	15676506	21UR-15288	255.0	-	15676485	15676506	0	1	21	15676484	pis_not_detected_CAGE.bed
IV	15975937	15975958	21UR-2563	255.0	+	15975937	15975958	0	1	21	15975936	pis_not_detected_CAGE.bed
IV	16123815	16123836	21UR-11054	255.0	+	16123815	16123836	0	1	21	16123814	pis_not_detected_CAGE.bed
IV	16801182	16801203	21UR-14616	255.0	-	16801182	16801203	0	1	21	16801181	pis_not_detected_CAGE.bed
IV	14890550	14890571	21UR-1891	255.0	+	14890550	14890571	0	1	21	14890549	pis_not_detected_CAGE.bed
IV	5432270	5432291	21UR-12731	255.0	+	5432270	5432291	0	1	21	5432265	pis_not_detected_CAGE.bed
IV	6503246	6503267	21UR-1534	255.0	-	6503246	6503267	0	1	21	6503240	pis_not_detected_CAGE.bed
IV	15794990	15795011	21UR-13910	255.0	+	15794990	15795011	0	1	21	15794989	pis_not_detected_CAGE.bed
IV	6807538	6807559	21UR-7065	255.0	-	6807538	6807559	0	1	21	6807532	pis_not_detected_CAGE.bed
IV	15152012	15152033	21UR-1267	255.0	-	15152012	15152033	0	1	21	15152011	pis_not_detected_CAGE.bed
IV	16115579	16115600	21UR-2246	255.0	-	16115579	16115600	0	1	21	16115578	pis_not_detected_CAGE.bed
IV	15152391	15152412	21UR-1848	255.0	-	15152391	15152412	0	1	21	15152390	pis_not_detected_CAGE.bed
IV	16437013	16437034	21UR-9827	255.0	+	16437013	16437034	0	1	21	16437012	pis_not_detected_CAGE.bed
IV	16978465	16978486	21UR-8372	255.0	+	16978465	16978486	0	1	21	16978464	pis_not_detected_CAGE.bed
IV	6963284	6963305	21UR-8741	255.0	+	6963284	6963305	0	1	21	6963278	pis_not_detected_CAGE.bed
IV	5923990	5924011	21UR-10348	255.0	+	5923990	5924011	0	1	21	5923985	pis_not_detected_CAGE.bed
IV	5521157	5521178	21UR-13714	255.0	-	5521157	5521178	0	1	21	5521152	pis_not_detected_CAGE.bed
X	8736730	8736751	21UR-14115	255.0	+	8736730	8736751	0	1	21	8736722	pis_not_detected_CAGE.bed
IV	14432647	14432668	21UR-14294	255.0	-	14432647	14432668	0	1	21	14432646	pis_not_detected_CAGE.bed
IV	14163248	14163269	21UR-1249	255.0	-	14163248	14163269	0	1	21	14163247	pis_not_detected_CAGE.bed
IV	14940482	14940503	21UR-3244	255.0	+	14940482	14940503	0	1	21	14940481	pis_not_detected_CAGE.bed
IV	14325235	14325256	21UR-3731	255.0	+	14325235	14325256	0	1	21	14325234	pis_not_detected_CAGE.bed
IV	10536197	10536218	21UR-12634	255.0	-	10536197	10536218	0	1	21	10536196	pis_not_detected_CAGE.bed
IV	15775205	15775226	21UR-10791	255.0	+	15775205	15775226	0	1	21	15775204	pis_not_detected_CAGE.bed
IV	14102888	14102909	21UR-5750	255.0	+	14102888	14102909	0	1	21	14102887	pis_not_detected_CAGE.bed
IV	16098295	16098316	21UR-295	255.0	-	16098295	16098316	0	1	21	16098294	pis_not_detected_CAGE.bed
IV	16833248	16833269	21UR-7144	255.0	-	16833248	16833269	0	1	21	16833247	pis_not_detected_CAGE.bed
IV	14964987	14965008	21UR-10558	255.0	+	14964987	14965008	0	1	21	14964986	pis_not_detected_CAGE.bed
IV	14239441	14239462	21UR-1117	255.0	-	14239441	14239462	0	1	21	14239440	pis_not_detected_CAGE.bed
IV	6627102	6627123	21UR-12302	255.0	-	6627102	6627123	0	1	21	6627096	pis_not_detected_CAGE.bed
IV	15327480	15327501	21UR-15319	255.0	+	15327480	15327501	0	1	21	15327479	pis_not_detected_CAGE.bed
IV	15067699	15067720	21UR-13974	255.0	+	15067699	15067720	0	1	21	15067698	pis_not_detected_CAGE.bed
IV	14918756	14918777	21UR-12766	255.0	+	14918756	14918777	0	1	21	14918755	pis_not_detected_CAGE.bed
IV	16461619	16461640	21UR-9417	255.0	-	16461619	16461640	0	1	21	16461618	pis_not_detected_CAGE.bed
IV	14459426	14459447	21UR-14972	255.0	-	14459426	14459447	0	1	21	14459425	pis_not_detected_CAGE.bed
