#Condition A: pooled_N2_run2/IRFinder-IR-dir.txt
#Condition B: pooled_TFIIS_I_run2/IRFinder-IR-dir.txt
Chr	Start	End	Intron-GeneName/GeneID	-	Direction	ExcludedBases	p-diff	p-increased	p-decreased	A-IRratio	A-IRok	A-IntronCover	A-IntronDepth	A-SplicesMax	A-SplicesExact	B-IRratio	B-IRok	B-IntronCover	B-IntronDepth	B-SplicesMax	B-SplicesExact
IV	10368718	10368779	iars-1/WBGene00002152/clean	0	+	10	0.0494428	0.950557	0.0494428	0.146341	NonUniformIntronCover	0.980392	6	35	35	0	-	0	0	22	22
II	9168447	9168502	T23G7.2/WBGene00011965/clean	0	-	10	0.0495948	0.950405	0.0495948	0.117647	-	1	4	30	30	0	-	0	0	28	28
IV	14793407	14793459	coq-3/WBGene00000763/clean	0	-	10	0.0497768	0.0497768	0.950223	0.00763359	-	1	1	130	130	0.041987	NonUniformIntronCover	0.809524	3.94444	90	90
IV	12453868	12453925	spe-44/WBGene00007732/clean	0	-	10	0.0498068	0.950193	0.0498068	0.0232526	NonUniformIntronCover	1	17.4737	734	734	0.00454545	-	1	1	219	219
III	1029997	1030184	E_BE45912.2/WBGene00017153/clean	0	-	10	0.0498253	0.950175	0.0498253	0.022197	-	0.666667	3.85915	170	170	3.9507e-05	NonUniformIntronCover	0.00564972	0	143	143
III	8674251	8674324	pgl-2/WBGene00003993/clean	0	-	10	0.050009	0.050009	0.949991	0.0123457	NonUniformIntronCover	1	5	399	399	0.0296496	-	1	11	360	360
III	3656356	3656412	C46F11.5/WBGene00008120/clean	0	-	10	0.0501154	0.949885	0.0501154	0.0411523	-	1	10	233	233	0	-	0	0	76	76
V	8952082	8952461	gck-1/WBGene00001526/clean	0	+	10	0.0501471	0.949853	0.0501471	0.0767485	NonUniformIntronCover	0.745257	8.39597	101	101	0.00370463	-	0.159892	0	43	43
II	9702968	9703341	mop-25.2/WBGene00013140/clean	0	-	10	0.0501506	0.949849	0.0501506	0.013042	NonUniformIntronCover	0.727273	6.43537	487	487	0	-	0	0	263	263
X	11668187	11668253	T04F8.6/WBGene00011444/clean	0	+	10	0.0502548	0.0502548	0.949745	0	-	0	0	42	42	0.0769231	NonUniformIntronCover	0.553571	5	60	60
III	9086283	9086360	F02A9.4/WBGene00008514/clean	0	-	10	0.050437	0.949563	0.050437	0.0403226	NonUniformIntronCover	1	5	119	119	0	-	0	0	80	80
I	10681525	10681855	C34B2.6/WBGene00016391/clean	0	-	10	0.050454	0.949546	0.050454	0.0125714	NonUniformIntronCover	0.946875	3.78125	297	297	0.00128138	-	0.315625	0.125	246	246
III	8015643	8016198	F44B9.5/WBGene00018408/clean	0	-	10	0.0504764	0.0504764	0.949524	0.00115588	NonUniformIntronCover	0.407339	0.269406	352	352	0.0115739	-	0.366972	1.18265	101	101
X	4747650	4747702	lon-2/WBGene00003056/clean	0	-	10	0.0504999	0.0504999	0.9495	0	-	0	0	152	152	0.0218978	-	1	3	134	134
III	10357400	10357475	umps-1/WBGene00011559/clean	0	-	10	0.0505634	0.949437	0.0505634	0.0259037	NonUniformIntronCover	1	13.2963	500	500	0.00746269	-	0.738462	2	266	266
III	1531831	1532191	snf-6/WBGene00004905/clean	0	-	10	0.0506911	0.949309	0.0506911	0.0274212	NonUniformIntronCover	0.66	9.07857	322	309	0.00247831	-	0.285714	0	115	113
X	17385416	17385926	F10D7.5/WBGene00017342/clean	0	-	10	0.0507137	0.0507137	0.949286	0.0236494	-	0.436	0.71	18	18	0.403875	LowCover	0.428	1.355	2	0
II	1618573	1618807	fbxa-166/WBGene00015601/clean	0	-	10	0.0507217	0.0507217	0.949278	0	-	0	0	14	14	0.224973	NonUniformIntronCover	0.446429	6.96667	24	24
X	2528544	2528615	tbc-12/WBGene00044061/clean	0	-	10	0.0508629	0.949137	0.0508629	0.178571	NonUniformIntronCover	0.918033	5	23	23	0	-	0	0	18	18
IV	9338963	9339028	T20D3.6/WBGene00011859/clean	0	-	10	0.0509392	0.949061	0.0509392	0.0725806	-	1	9	115	115	0	-	0	0	43	43
X	9253624	9253708	pes-8/WBGene00003981/clean	0	+	10	0.0511042	0.948896	0.0511042	1	LowSplicing	1	22.2333	0	0	0.666667	-	1	52	26	26
IV	1347642	1347767	rfc-2/WBGene00004338/clean	0	+	10	0.0511098	0.94889	0.0511098	0.100651	NonUniformIntronCover	0.895652	16.7872	150	150	0.0142857	-	0.434783	0.340426	30	30
III	3865325	3865449	acs-19/WBGene00007969/clean	0	+	10	0.0511475	0.0511475	0.948853	9.26526e-05	-	0.0263158	0	284	284	0.0120482	-	0.710526	1	82	82
V	383038	383101	ZK6.8/WBGene00022643/clean	0	+	10	0.0513855	0.0513855	0.948615	0.00749064	-	0.150943	0	20	20	0.152	NonUniformIntronCover	0.943396	19	106	106
V	9548304	9548365	nstp-10/WBGene00008237/clean	0	-	10	0.0514147	0.948585	0.0514147	0.059322	-	1	7	108	108	0	-	0	0	53	53
III	7314422	7314789	F56C9.7/WBGene00018951/clean	0	-	10	0.051425	0.948575	0.051425	0.0401013	NonUniformIntronCover	0.803922	17.7133	424	424	0.0196797	-	0.817927	6.98601	348	348
IV	11585794	11585846	F12F6.1/WBGene00008720/clean	0	+	10	0.0514553	0.948545	0.0514553	0.0291971	-	1	8	266	266	0	-	0	0	107	107
I	9102402	9102640	gei-17/WBGene00001574/clean	0	-	10	0.0515443	0.948456	0.0515443	0.192982	NonUniformIntronCover	0.587719	7.8913	33	33	0	-	0	0	16	16
III	4852775	4852826	ced-4/WBGene00000418/clean	0	+	10	0.0515492	0.0515492	0.948451	0.0199005	-	1	24	1182	1181	0.0321593	-	1	21	632	632
IV	6217689	6217740	C49A9.9/WBGene00016763/clean	0	+	10	0.0515653	0.0515653	0.948435	0	-	0	0	83	83	0.037037	NonUniformIntronCover	1	12	312	312
III	12030346	12030604	Y79H2A.2/WBGene00013579/clean	0	-	10	0.0516697	0.94833	0.0516697	0.101279	-	1	23.44	208	208	0.064351	-	1	32.05	466	466
IV	9127750	9127901	nrfl-1/WBGene00006438/clean	0	+	10	0.0517168	0.0517168	0.948283	0.0017211	NonUniformIntronCover	0.312057	0.0701754	181	181	0.0159847	-	0.695035	2.63158	162	162
X	7981730	7981782	his-71/WBGene00001945/clean	0	-	10	0.0517786	0.0517786	0.948221	0	-	0	0	68	68	0.0452675	-	1	11	232	232
III	12474069	12474138	cccp-1/WBGene00013042/clean	0	+	10	0.0518315	0.0518315	0.948169	0	-	0	0	183	183	0.0174934	NonUniformIntronCover	0.542373	2.92	164	164
I	5300088	5300139	hpo-32/WBGene00015313/clean	0	-	10	0.0519218	0.948078	0.0519218	0.0676417	NonUniformIntronCover	1	6.52941	90	90	0.0138889	-	1	1	71	71
IV	14657701	14657753	Y57G11C.33/WBGene00013323/clean	0	+	10	0.0519937	0.948006	0.0519937	0.116279	NonUniformIntronCover	0.738095	12.5	93	93	0.0318725	-	0.666667	1.77778	54	54
I	6737368	6737479	dhod-1/WBGene00020932/clean	0	+	10	0.0521314	0.947869	0.0521314	0.0126761	-	0.980198	9	701	701	0	NonUniformIntronCover	0	0	244	244
I	5851400	5851562	F33D11.7/WBGene00018004/clean	0	-	10	0.0524186	0.0524186	0.947581	0	-	0	0	11	11	0.277389	NonUniformIntronCover	0.644737	5.75806	15	15
X	10218068	10218504	F44A6.5/WBGene00009677/clean	0	-	10	0.0525799	0.94742	0.0525799	0.16032	NonUniformIntronCover	0.774648	4.77326	25	25	0.0404895	-	0.403756	1.30814	31	31
X	13951775	13951921	alg-1/WBGene00000105/clean	0	+	10	0.0525857	0.0525857	0.947414	0.00364215	-	0.639706	0.839286	175	175	0.029799	NonUniformIntronCover	0.389706	3.83929	125	125
I	663382	663442	Y65B4A.8/WBGene00022031/clean	0	-	10	0.0527344	0.0527344	0.947266	0	-	0	0	30	30	0.0985915	NonUniformIntronCover	0.44	1.75	16	13
III	9538141	9538605	ZK1098.3/WBGene00014220/clean	0	-	10	0.0527344	0.947266	0.0527344	0.275622	LowCover	0.57489	1.52198	4	0	0.0215517	-	0.220264	0	10	10
I	3592241	3592418	Y47G6A.29/WBGene00021652/clean	0	-	10	0.0527564	0.947244	0.0527564	0.192962	NonUniformIntronCover	0.54491	12.194	51	51	0.0262391	-	0.431138	0.328358	16	16
III	12874100	12874159	mrg-1/WBGene00003406/clean	0	-	10	0.0529736	0.947026	0.0529736	0.112906	-	1	62.2381	489	489	0.0768601	-	1	26.8095	322	322
I	5823228	5823299	C32F10.8/WBGene00016333/clean	0	-	10	0.0531851	0.0531851	0.946815	0.0504202	-	1	6	113	113	0.166667	LowCover	1	1	5	5
II	11729322	11729376	alh-8/WBGene00000114/clean	0	+	10	0.0533107	0.0533107	0.946689	0.044964	-	1	38.8889	826	826	0.0808081	NonUniformIntronCover	1	8	87	87
X	14239376	14239512	K04C1.2/WBGene00010552/clean	0	+	10	0.0533769	0.0533769	0.946623	0.0174948	NonUniformIntronCover	0.642857	1.44231	81	81	0.0611111	-	0.642857	1.69231	26	26
I	6082701	6082987	haf-9/WBGene00001819/clean	0	+	10	0.0535023	0.946498	0.0535023	0.0715026	-	0.503623	1.84821	24	24	0.00835561	-	0.362319	0.160714	43	43
III	6838461	6838524	ten-1/WBGene00006498/clean	0	+	10	0.0537864	0.946214	0.0537864	0.217391	-	1	10	36	36	0	-	0	0	14	14
V	10433037	10433380	Y32F6A.4/WBGene00012529/clean	0	-	10	0.053915	0.053915	0.946085	0.00522778	-	0.294294	0	56	56	0.0526316	NonUniformIntronCover	0.417417	1.77778	32	32
I	8614520	8614579	F43G9.3/WBGene00009666/clean	0	-	10	0.0539757	0.946024	0.0539757	0.0457223	NonUniformIntronCover	0.612245	15.5238	324	324	0.0126065	-	1	1.7619	138	138
II	7628240	7628351	pde-4/WBGene00020114/clean	0	-	10	0.0540225	0.0540225	0.945978	0.053125	-	0.673267	0.926829	12	12	0.410072	LowCover	0.673267	2.78049	4	4
V	10399078	10399230	ugt-2/WBGene00007073/clean	0	+	10	0.0540278	0.945972	0.0540278	0.101846	NonUniformIntronCover	0.697183	5.89655	52	52	0	-	0	0	30	30
I	9851133	9851184	ensa-1/WBGene00010730/clean	0	-	10	0.054105	0.054105	0.945895	0.00521221	NonUniformIntronCover	1	7	1336	1336	0.0110906	-	1	12	1070	1055
IV	6662690	6663067	Y73B6A.1/WBGene00022228/clean	0	-	10	0.0542775	0.945722	0.0542775	0.166667	-	0.754768	2	10	10	0.0614391	-	0.760218	10.932	167	167
IV	3034028	3034087	eel-1/WBGene00022069/clean	0	-	10	0.0543819	0.945618	0.0543819	0.0837696	-	0.653061	6.85714	75	75	0	-	0	0	36	36
X	15767734	15767913	Y7A5A.1/WBGene00012407/clean	0	-	10	0.0543911	0.0543911	0.945609	0	-	0	0	49	49	0.0631579	NonUniformIntronCover	0.83432	6	89	89
V	18575079	18575720	Y51A2D.13/WBGene00013080/clean	0	-	99	0.0544444	0.0544444	0.945556	0.00637653	-	0.295203	0	46	46	0.100603	-	0.357934	1.45413	13	13
III	6960347	6960398	rpn-6.1/WBGene00004462/clean	0	-	10	0.0545524	0.945448	0.0545524	0.0160772	NonUniformIntronCover	1	5	306	306	0	-	0	0	194	194
X	8792320	8792371	chup-1/WBGene00006477/clean	0	+	10	0.0547123	0.945288	0.0547123	0.238806	NonUniformIntronCover	1	10.3529	33	33	0	-	0	0	13	13
II	7024077	7024177	lst-5/WBGene00016890/clean	0	+	10	0.0547285	0.0547285	0.945271	0.000249626	-	0.0222222	0	89	83	0.0346821	NonUniformIntronCover	1	6	167	167
V	5748316	5748372	K09H11.1/WBGene00019599/clean	0	+	10	0.0547601	0.94524	0.0547601	0.0444444	-	1	10	215	215	0	-	0	0	68	68
IV	256350	256485	R02D3.8/WBGene00019825/clean	0	-	10	0.054872	0.945128	0.054872	0.0350877	-	0.8	2	55	55	0	-	0	0	93	93
II	600563	600723	nhl-3/WBGene00003599/clean	0	-	10	0.0549586	0.0549586	0.945041	0	-	0	0	151	151	0.019301	NonUniformIntronCover	0.56	3.7	188	188
I	5794444	5794555	glh-3/WBGene00001600/clean	0	-	10	0.0551082	0.944892	0.0551082	0.0554974	-	1	11.6341	198	198	0.0116279	NonUniformIntronCover	0.970297	1	85	85
I	6111024	6111121	usp-5/WBGene00020839/clean	0	+	10	0.0551931	0.944807	0.0551931	0.125	NonUniformIntronCover	0.643678	6.85714	48	48	0	-	0	0	24	24
IV	1957754	1957965	F52C12.6/WBGene00138717/clean	0	+	10	0.0552531	0.0552531	0.944747	0	-	0	0	192	192	0.0216576	NonUniformIntronCover	0.363184	1.28395	58	58
X	2555427	2555494	aat-3/WBGene00000004/clean	0	+	10	0.0554864	0.0554864	0.944514	0	-	0	0	172	172	0.0244698	NonUniformIntronCover	0.403509	1.30435	52	52
II	1505024	1505705	fgt-1/WBGene00019207/clean	0	+	10	0.0555546	0.944445	0.0555546	0.169753	NonUniformIntronCover	0.441133	3.88476	19	19	0	-	0	0	18	18
IV	4179009	4179262	K08D10.12/WBGene00019535/clean	0	+	10	0.0558452	0.944155	0.0558452	0.13242	-	1	30.3737	199	199	0.073266	NonUniformIntronCover	0.860082	10.0404	127	127
V	11536261	11536592	ccch-1/WBGene00009532/clean	0	+	10	0.0559064	0.0559064	0.944094	0.00432131	-	0.507788	0.790698	117	117	0.0405139	NonUniformIntronCover	0.601246	5.57364	132	132
X	1514021	1514623	toca-1/WBGene00017298/clean	0	-	10	0.0560123	0.943988	0.0560123	0.0118492	NonUniformIntronCover	0.496622	3.20168	267	267	0.000586427	-	0.16723	0	285	285
IV	6506915	6507015	pqn-89/WBGene00004169/clean	0	+	10	0.0560554	0.0560554	0.943945	0.00790349	-	0.422222	0.305556	53	53	0.0630338	-	1	4.30556	64	64
IV	256932	256984	R02D3.8/WBGene00019825/clean	0	-	10	0.0561725	0.0561725	0.943827	0.000136818	-	0.0238095	0	174	174	0.0185185	-	1	2	106	106
V	26129	26193	egl-8/WBGene00001177/clean	0	+	10	0.0561782	0.0561782	0.943822	0.0638298	-	1	2.31818	34	34	0.188192	-	1	4.63636	20	20
IV	6585954	6586006	dnj-11/WBGene00001029/clean	0	+	10	0.0562784	0.0562784	0.943722	0.190184	-	1	31	132	132	0.271217	-	1	58.0556	156	156
V	4188532	4188608	nhr-114/WBGene00003704/clean	0	+	10	0.0563135	0.943686	0.0563135	0.212276	NonUniformIntronCover	1	8.89286	33	30	0	-	0	0	14	14
III	9777062	9777121	usp-46/WBGene00011216/clean	0	+	10	0.0565438	0.943456	0.0565438	0.0536053	-	1	16.1429	285	280	0.0196078	-	1	3	150	150
II	9267369	9267530	C01G6.2/WBGene00007224/clean	0	+	10	0.0566588	0.943341	0.0566588	0.312676	LowCover	0.543046	1.81967	4	4	0.136343	-	1	24.3115	154	154
X	14164273	14164330	R03E1.2/WBGene00010993/clean	0	-	10	0.0567252	0.943275	0.0567252	0.0231065	NonUniformIntronCover	1	18	761	761	0	-	0	0	127	127
I	3368307	3368371	W05F2.3/WBGene00021035/clean	0	-	10	0.0568294	0.943171	0.0568294	0.0771124	-	1	94	1125	1125	0.0211161	-	0.555556	1.27273	59	59
II	4109375	4111905	rhgf-2/WBGene00006476/clean	0	+	10	0.0569568	0.943043	0.0569568	0.0204277	NonUniformIntronCover	0.666667	3.04464	146	134	0.00172423	-	0.269444	0	156	121
IV	2730298	2730353	Y94H6A.2/WBGene00022375/clean	0	+	10	0.0570511	0.0570511	0.942949	0	-	0	0	42	42	0.0692308	NonUniformIntronCover	0.866667	27	363	363
X	14251748	14251862	E02H4.6/WBGene00008464/clean	0	-	10	0.0571195	0.0571195	0.94288	0.0447761	-	0.836538	3	64	64	0.166667	LowCover	0.817308	1	5	5
X	7658722	7658777	pcca-1/WBGene00017864/clean	0	-	10	0.0571203	0.94288	0.0571203	0.181818	-	1	4	18	18	0	-	0	0	17	17
III	8508981	8509239	pac-1/WBGene00015418/clean	0	+	10	0.0571804	0.94282	0.0571804	0.286107	NonUniformIntronCover	0.560484	5.21	13	13	0	-	0	0	11	11
II	557448	557501	C09E8.1/WBGene00015644/clean	0	+	10	0.0573848	0.942615	0.0573848	0.0758755	NonUniformIntronCover	0.348837	2.05263	25	25	0	-	0	0	43	43
V	8376787	8376899	F38E1.3/WBGene00018178/clean	0	+	10	0.057687	0.057687	0.942313	0.0413534	-	0.431373	0.333333	10	10	0.289474	NonUniformIntronCover	0.431373	3.66667	9	9
II	4491504	4491676	camt-1/WBGene00020251/clean	0	-	10	0.0576975	0.942303	0.0576975	0.213766	NonUniformIntronCover	0.401235	4.89394	18	18	0	-	0	0	14	14
I	8611522	8611625	F43G9.4/WBGene00009667/clean	0	-	10	0.0577403	0.94226	0.0577403	0.113636	NonUniformIntronCover	0.526882	2.82051	22	22	0	-	0	0	26	26
X	9214448	9214674	C35B8.3/WBGene00016438/clean	0	+	10	0.0577403	0.0577403	0.94226	0	-	0	0	26	26	0.108245	NonUniformIntronCover	0.541667	2.67045	22	22
III	5272828	5272904	ztf-8/WBGene00022598/clean	0	-	10	0.0580696	0.94193	0.0580696	0.0237069	NonUniformIntronCover	0.712121	11	453	453	0.00843774	-	0.621212	2.35714	277	277
III	9000959	9001010	rpn-6.2/WBGene00010309/clean	0	-	10	0.0581299	0.0581299	0.94187	0.0344828	-	1	4	112	112	0.105263	NonUniformIntronCover	0.609756	4.35294	37	37
IV	9996070	9996122	pyp-1/WBGene00008149/clean	0	-	10	0.0582236	0.941776	0.0582236	0.0276025	NonUniformIntronCover	0.52381	3.88889	137	137	0	-	0	0	108	108
X	8302044	8302337	inx-5/WBGene00002127/clean	0	-	10	0.0584913	0.0584913	0.941509	0.00237912	-	0.579505	0.695652	241	241	0.0201314	NonUniformIntronCover	0.441696	5.83478	284	284
X	11647716	11647771	T04F8.8/WBGene00011446/clean	0	+	10	0.0585895	0.0585895	0.94141	0.0734463	-	1	26	328	328	0.107761	NonUniformIntronCover	1	45.8947	380	380
III	12351174	12351229	pph-4.1/WBGene00004085/clean	0	-	10	0.0586187	0.0586187	0.941381	0.585366	-	1	72	51	51	1	LowCover	1	8	0	0
IV	9615367	9615996	elt-1/WBGene00001249/clean	0	+	10	0.0587549	0.941245	0.0587549	0.0150139	NonUniformIntronCover	0.505654	4.69478	308	303	0.00182586	-	0.345719	0.116466	189	187
V	6745219	6746063	T25F10.3/WBGene00020806/clean	0	+	10	0.0588134	0.0588134	0.941187	0.00742931	-	0.247002	0	33	33	0.109833	NonUniformIntronCover	0.598321	2.34431	19	19
X	9565708	9565814	F49E2.1/WBGene00009885/clean	0	-	10	0.0588134	0.941187	0.0588134	0.127273	NonUniformIntronCover	0.4375	1.75	12	12	0	-	0	0	22	22
V	2250746	2251088	cyp-33C7/WBGene00018260/clean	0	+	10	0.058814	0.058814	0.941186	0	-	0	0	17	17	0.184434	NonUniformIntronCover	0.599398	7.46269	33	33
II	8621744	8621829	T22C8.3/WBGene00011924/clean	0	-	10	0.0588963	0.941104	0.0588963	0.190476	NonUniformIntronCover	1	4	17	17	0	-	0	0	16	16
I	3797966	3798034	C32E8.9/WBGene00016325/clean	0	-	10	0.0589444	0.941056	0.0589444	0.0177395	-	0.637931	5.83333	323	323	0	-	0	0	164	164
II	2752072	2752130	F29A7.6/WBGene00017916/clean	0	-	10	0.0589943	0.941006	0.0589943	0.0304382	-	1	23.2	739	739	0.0155628	NonUniformIntronCover	1	8.6	544	544
V	20781505	20781631	hif-1/WBGene00001851/clean	0	+	10	0.0591352	0.940865	0.0591352	0.0104948	NonUniformIntronCover	0.801724	3.5	330	330	0	-	0	0	254	254
II	5224557	5225097	dsh-1/WBGene00001101/clean	0	-	10	0.0591414	0.0591414	0.940859	0.00257598	-	0.364151	0.160377	141	141	0.0171224	-	0.422642	1.53302	88	88
II	5517401	5517460	ZK177.9/WBGene00022674/clean	0	-	10	0.0591972	0.940803	0.0591972	0.0666667	-	1	1	14	14	0.0207469	-	1	5	236	236
X	2559426	2559508	F52H2.5/WBGene00018717/clean	0	-	12	0.0592332	0.940767	0.0592332	0.486111	NonUniformIntronCover	1	35	37	37	0.33913	-	1	39	76	76
IV	3086293	3086561	Y67D8C.9/WBGene00022073/clean	0	-	10	0.0594304	0.94057	0.0594304	0.0183753	-	0.546512	1.75962	80	80	0.00293708	NonUniformIntronCover	0.44186	0.355769	123	123
II	10395942	10395993	T09F3.4/WBGene00011663/clean	0	+	10	0.0597857	0.0597857	0.940214	0.745455	-	1	82	28	28	0.980769	LowSplicing	1	51	1	1
IV	9860287	9860343	npp-1/WBGene00003787/clean	0	+	10	0.0599162	0.0599162	0.940084	0	-	0	0	126	126	0.0186335	-	0.608696	1.5	79	79
IV	14060404	14060506	Y37A1B.4/WBGene00012537/clean	0	-	10	0.0599294	0.0599294	0.940071	0.0749064	-	0.51087	1.05263	13	13	0.328725	NonUniformIntronCover	0.641304	22.5263	46	46
V	5080561	5080620	Y58A7A.3/WBGene00021977/clean	0	-	10	0.0599572	0.0599572	0.940043	0	-	0	0	26	26	0.113555	NonUniformIntronCover	0.938776	9.09524	71	71
X	4707523	4707574	dhhc-10/WBGene00019344/clean	0	+	10	0.0600332	0.0600332	0.939967	0.0151515	-	1	1	65	65	0.0769231	-	1	5	60	60
II	13736804	13736855	R06B9.5/WBGene00011056/clean	0	+	10	0.0600488	0.939951	0.0600488	0.343602	-	1	191.588	366	366	0.2799	-	1	79.2941	204	204
IV	9733325	9733409	cka-1/WBGene00000509/clean	0	-	10	0.0600853	0.939915	0.0600853	0.0688108	-	1	6.13333	83	83	0	-	0	0	44	44
II	6590258	6590315	vps-32.1/WBGene00016961/clean	0	+	10	0.0601152	0.939885	0.0601152	0.242623	NonUniformIntronCover	1	74	231	231	0.181818	-	1	48	216	216
III	3131005	3131058	Y53G8B.1/WBGene00021817/clean	0	+	10	0.060278	0.939722	0.060278	0.0481696	NonUniformIntronCover	0.511628	2.63158	52	52	0	-	0	0	53	53
V	11837381	11837482	R13H4.2/WBGene00014826/clean	0	+	10	0.0603086	0.0603086	0.939691	0	-	0	0	26	26	0.112676	NonUniformIntronCover	0.846154	8	63	63
IV	4715501	4715553	miro-1/WBGene00019544/clean	0	-	10	0.0603928	0.939607	0.0603928	0.0410959	-	1	30	700	700	0.0177778	-	1	4	221	221
V	5191527	5191590	C03A7.13/WBGene00015371/clean	0	-	10	0.0606354	0.0606354	0.939365	0.100794	-	1	7.17391	64	54	0.21981	NonUniformIntronCover	0.622642	7.04348	25	21
II	235745	235874	laat-1/WBGene00021546/clean	0	-	10	0.0609228	0.0609228	0.939077	0	-	0	0	79	79	0.0379581	NonUniformIntronCover	0.537815	2.95918	75	75
X	6053216	6053451	C45B2.6/WBGene00016661/clean	0	+	10	0.060927	0.939073	0.060927	0.149864	NonUniformIntronCover	0.453333	4.23077	24	24	0	-	0	0	21	21
IV	3222612	3223189	Y67D8A.2/WBGene00022059/clean	0	+	10	0.0609726	0.939027	0.0609726	0.0352727	NonUniformIntronCover	0.693122	10.4934	287	287	0.00491807	-	0.425044	0.312775	86	86
III	13685456	13685622	dyf-2/WBGene00001118/clean	0	-	10	0.0610209	0.938979	0.0610209	0.148349	NonUniformIntronCover	0.570513	4.70312	27	27	0	-	0	0	19	19
I	10356602	10356717	ZC434.9/WBGene00013895/clean	0	+	10	0.0612875	0.0612875	0.938713	0	-	0	0	80	80	0.0378657	NonUniformIntronCover	1	5.11628	130	130
II	11874099	11874159	npp-3/WBGene00003789/clean	0	-	10	0.0613431	0.938657	0.0613431	0.0299158	NonUniformIntronCover	1	10.3	334	334	0.00255443	-	0.42	0.6	164	164
V	17353386	17353438	F47H4.2/WBGene00009835/clean	0	+	10	0.0614425	0.0614425	0.938558	0	-	0	0	32	31	0.0892857	NonUniformIntronCover	0.833333	15	153	116
V	15999110	15999418	nhr-50/WBGene00003640/clean	0	-	10	0.0614807	0.938519	0.0614807	0.0485934	-	0.61745	1.58333	31	31	0.0175791	NonUniformIntronCover	0.711409	2.91667	163	163
I	7922062	7922196	smgl-1/WBGene00008990/clean	0	-	10	0.0615068	0.938493	0.0615068	0.133333	-	0.798387	2	13	13	0	-	0	0	23	23
V	11924006	11924062	R31.2/WBGene00011270/clean	0	+	10	0.0616033	0.938397	0.0616033	0.055814	-	1	12	203	203	0.0246305	-	1	5	198	198
V	9526946	9527809	C50F4.1/WBGene00008229/clean	0	+	10	0.0617245	0.0617245	0.938276	0.00839264	-	0.347011	0.119534	41	41	0.0726781	-	0.552169	3.99708	51	51
III	5868107	5868401	eng-1/WBGene00017164/clean	0	-	10	0.0617933	0.0617933	0.938207	0.0176932	MinorIsoform	0.46831	0.421053	26	11	0.109375	-	0.352113	1.84211	15	15
II	5835904	5835955	fzo-1/WBGene00001509/clean	0	-	10	0.0619571	0.938043	0.0619571	0.0527778	NonUniformIntronCover	1	38	548	548	0.0320197	-	0.902439	13	386	386
II	8517246	8517307	rnh-2/WBGene00004383/clean	0	+	10	0.0619695	0.93803	0.0619695	0.146341	-	1	6	35	35	0	-	0	0	20	20
II	9286329	9286496	mtrr-1/WBGene00006510/clean	0	+	10	0.0621385	0.0621385	0.937862	0.0155638	-	1	15.9048	1006	1006	0.0288919	NonUniformIntronCover	0.796178	11.3651	382	382
X	374024	374076	nrde-3/WBGene00019862/clean	0	+	10	0.0622777	0.0622777	0.937722	0.363636	-	1	12	21	21	1	LowCover	1	1	0	0
III	13624427	13624482	taf-9/WBGene00006391/clean	0	+	10	0.0623345	0.937666	0.0623345	0.0368833	-	1	20.1053	525	525	0.00431034	NonUniformIntronCover	0.333333	0.210526	77	77
III	1187366	1187443	Y119D3B.14/WBGene00022491/clean	0	-	10	0.0624229	0.0624229	0.937577	0.0320755	-	0.552239	1.25926	38	38	0.173469	LowCover	0.552239	1.25926	6	6
I	829926	831108	zfh-2/WBGene00022518/clean	0	+	60	0.0625	0.0625	0.9375	0	-	0	0	18	18	0.187139	LowCover	0.345811	1.15111	5	5
II	8669627	8669682	hgap-2/WBGene00008430/clean	0	-	10	0.0625	0.9375	0.0625	0.166667	LowCover	1	1	5	5	0	-	0	0	18	18
IV	14082170	14082818	cfp-1/WBGene00009924/clean	0	+	10	0.0625	0.9375	0.0625	0.213115	NonUniformIntronCover	0.50627	3.25	12	12	0.00952184	-	0.144201	0	15	15
V	14115582	14116446	par-1/WBGene00003916/clean	0	-	10	0.0625	0.9375	0.0625	0.199813	LowCover	0.338407	1.24854	5	5	0.00646329	-	0.117096	0	18	18
III	6382698	6382770	C16A3.4/WBGene00015809/clean	0	+	10	0.0625175	0.937483	0.0625175	0.234694	NonUniformIntronCover	1	23	75	75	0	-	0	0	12	12
X	14872739	14872790	F31F6.3/WBGene00009302/clean	0	-	10	0.0625415	0.0625415	0.937458	0.347826	-	1	8	15	15	1	LowCover	1	1	0	0
I	6735761	6735822	smg-5/WBGene00004883/clean	0	-	10	0.0625579	0.937442	0.0625579	0.0458716	NonUniformIntronCover	0.941176	5	104	104	0	-	0	0	64	64
III	6721785	6721851	bath-41/WBGene00018137/clean	0	-	10	0.062771	0.937229	0.062771	0.0193819	-	1	23.125	1169	1169	0.00555054	-	0.553571	1.79167	321	321
III	10763274	10763942	dpy-28/WBGene00001087/clean	0	+	10	0.0628384	0.937162	0.0628384	0.047259	NonUniformIntronCover	0.768997	6.25	126	109	0.00234536	-	0.150456	0	64	63
IV	11343036	11343391	klp-12/WBGene00002223/clean	0	-	87	0.0628549	0.937145	0.0628549	0.178543	LowCover	0.649254	4.12963	19	4	0.00284526	-	0.0485075	0	17	17
IV	1148769	1149045	C50A2.3/WBGene00016797/clean	0	-	10	0.062872	0.937128	0.062872	0.0354296	NonUniformIntronCover	0.87594	8.88889	242	241	0.00486345	-	0.390977	0.231481	80	80
